X_0,X_1,X_2,X_3,X_4,X_5,vickers
0.9529352258879482,1.8580047378282059,-0.06746933950639837,-1.6710561889752067,-1.1357736505286247,0.2872953191430473,-0.06119716690177411
0.915789579848837,1.8136743330954892,-0.05949591193285367,-1.6885314516171976,-1.107478465397175,0.2818432297195271,-0.022032665765543153
0.9115978582046265,1.808738729090338,-0.09788379884619348,-1.6905771654611925,-1.1043290823424359,0.2719990380622101,-0.004407473136012376
0.9196432402552274,1.8182237636371112,-0.08490902049421217,-1.6866641969419716,-1.1103815966979467,0.2765829918367386,-0.013793895348780437
0.9196428113208782,1.8182232566250849,-0.08489686055819931,-1.6866644040635954,-1.1103812731492904,0.27658579129664185,-0.02183161144801873
0.9196405406051888,1.81822057257995,-0.08483248509851811,-1.6866655005378122,-1.1103795603315758,0.27660061178464596,-0.04463046742350111
0.9117783613670974,1.8089509881816284,-0.098108308669434,-1.6904887570466436,-1.1044645199477434,0.27198007849211736,0.007474653594417703
0.9134231162008359,1.8108862527442766,-0.1218849570238951,-1.6896844879938024,-1.105699383200039,0.2666917617024723,0.03929650399557671
0.9134212950549275,1.8108841087884988,-0.12196574886728308,-1.6896853772090166,-1.1056980151583091,0.26667241599023217,0.014836345545227326
0.9414719931896978,1.844209891669339,0.005157120733515454,-1.6763262412874809,-1.126967120432469,0.3026352365164855,-0.05485696302556883
0.9418540879448406,1.8446680499390302,-0.030710401222123283,-1.67614884111338,-1.127259582869597,0.29401330035447965,-0.06146363480678119
0.9396988814928541,1.8420852958315648,-0.0323124907228145,-1.6771510487336254,-1.125610918386372,0.2931779883062804,-0.061569446018780005
0.9384550456926198,1.840596355214639,0.03278379028829735,-1.6777312065343222,-1.1246604966775284,0.3086619689664936,-0.07140887977857122
0.94773401257282,1.8517328596560458,0.014053218274722298,-1.6734340519346456,-1.1317695554853189,0.30616807910260757,-0.05425540855078344
0.9021231781110005,1.797632062640817,-0.10223327694200218,-1.695258075982384,-1.0972426556754398,0.2692192508432097,0.0747495889529636
0.9117503047113616,1.808917993882393,-0.07193090104758437,-1.6905024970072278,-1.1044434670278158,0.27812485994253977,0.07199389056219845
0.9117494746303567,1.8089170177259983,-0.07194353396855557,-1.690502903526629,-1.1044428441645113,0.2781217310734753,0.06952451799634037
0.9117438711540933,1.808910428179057,-0.07202882012747276,-1.6905056477587057,-1.1044386395239223,0.27810060799173375,0.04972726546965423
0.904170206025924,1.8000258950498647,-0.0018197961134767057,-1.6942400186799986,-1.0987699214636384,0.2929929730394173,0.01968978993679729
0.9154737890161005,1.81330203191535,0.01549978496902284,-1.6886850357889744,-1.107240895518569,0.2994720543630988,-0.03823005905316815
0.9147789554363098,1.8124831278467246,-0.003120291618378623,-1.6890232719039466,-1.1067183466415553,0.29493237003838707,-0.038227027174573214
0.9103230489749099,1.8072403515523228,-0.06714543974220716,-1.6912023659208826,-1.103373012127205,0.2789707711395592,0.10488618811345449
0.9141316959321779,1.811720625462581,-0.03564764238952513,-1.6893387277035499,-1.1062317926788543,0.28713339289200135,-0.06853890541000122
0.9021106135478592,1.7976173792421282,0.03579123837592814,-1.6952643363064561,-1.097233287798413,0.3013010976381527,-0.062371608410248275
0.917838894913548,1.8160922286359344,-0.0960435992319357,-1.687536875113672,-1.1090213792840637,0.2736044807180678,-0.052428471584474036
0.9106104115323337,1.8075780016096539,-0.06718421414536017,-1.691061311172793,-1.1035884551107633,0.2790177023704533,0.07065584480593082
0.9106083979901328,1.807575635484757,-0.06720730080018811,-1.6910622992876365,-1.1035869453641594,0.27901189265625237,0.065637623655355
0.9106063378206425,1.807573214571073,-0.0672309229333741,-1.691063310287788,-1.1035854006586736,0.2790059482298415,0.06006862659455122
0.9576857399156564,1.8637517005279438,-0.050670255404101916,-1.6689035112666333,-1.1394428812453197,0.29238944760817,-0.0611713256983971
0.9546740564478837,1.8601062394852645,-0.05143244662542819,-1.6702661336953106,-1.1371153564518703,0.2915872682124689,-0.05821709004438665
0.950313630456822,1.8548408387400843,-0.05187559686404564,-1.6722519659210038,-1.133753716748459,0.290591386627694,-0.058085005718644174
0.9632314236222361,1.8704831163647502,-0.04895140443736684,-1.6664133981538645,-1.1437409556070945,0.29395051311207976,-0.05859794495281949
0.9369750773385827,1.8388263186162461,-0.06075123170786837,-1.6784231794073814,-1.1235306669472003,0.28574825928524833,-0.0556599537004401
0.9166835054717459,1.8147286400180054,0.043771460795179525,-1.6880971625078618,-1.1081512370728326,0.3064123892398119,-0.037433486832493326
0.9223192361750918,1.821389616748836,0.006079328546648055,-1.6853751085966584,-1.1124019169944512,0.2987197608055701,-0.037624619478117204
0.9179232879135882,1.8161918692522834,-0.0020166279104496536,-1.6874959954011695,-1.109084963166398,0.29586031488949893,-0.03307259651434459
0.9079057148479894,1.8044024876748987,0.001502071070417969,-1.692391813497443,-1.1015623023427215,0.2945595958768329,0.03526444809548741
0.9079067797573519,1.8044037368588006,0.0015018900546992149,-1.6923912883759482,-1.101563099375718,0.2945597797134716,-0.03852646590134328
0.9309040118309237,1.831583142563219,-0.0001145326210153145,-1.6812809359092715,-1.1189075274309774,0.29908449265374487,-0.07738616906929063
0.9180014895789986,1.8162842048010774,-0.0020148622366933295,-1.6874581202534504,-1.109143885517172,0.2958773543014742,-0.036763677012650146
